x,y
0.0,-0.051204078286396996
0.10101010101010101,-0.27824891352758596
0.20202020202020202,0.24175018432316933
0.30303030303030304,0.25128821712492455
0.40404040404040403,0.34033464571039523
0.5050505050505051,0.36931836185360434
0.6060606060606061,0.3697795132908801
0.7070707070707071,0.802487480151238
0.8080808080808081,0.6478045470204266
0.9090909090909091,0.7225527291732023
1.0101010101010102,1.107008076316446
1.1111111111111112,1.1344247865327424
1.2121212121212122,0.919785168397159
1.3131313131313131,1.3239938101439104
1.4141414141414141,1.1616933066589463
1.5151515151515151,1.743419633404854
1.6161616161616161,1.8993418502732071
1.7171717171717171,1.7125611870772595
1.8181818181818181,2.0954310064677926
1.9191919191919191,1.582908300799168
2.0202020202020203,2.0243988922993834
2.121212121212121,1.7734413247216236
2.2222222222222223,2.164720084300134
2.323232323232323,2.0004570557608132
2.4242424242424243,2.125970401603446
2.525252525252525,2.6026487724354017
2.6262626262626263,2.407072226746015
2.727272727272727,2.412829274720713
2.8282828282828283,2.604527793939276
2.929292929292929,2.8091539572955684
3.0303030303030303,3.0045330179688703
3.131313131313131,2.8927077123251035
3.2323232323232323,3.344648612495164
3.3333333333333335,3.319789201774735
3.4343434343434343,3.4385328103582737
3.5353535353535355,3.444867656248383
3.6363636363636362,3.871273599916898
3.7373737373737375,3.8013770804759828
3.8383838383838382,3.5682227171856895
3.9393939393939394,4.099995816679664
4.040404040404041,4.412044904475445
4.141414141414141,4.141420830350315
4.242424242424242,4.554040293581158
4.343434343434343,4.216725265571231
4.444444444444445,4.498159746546612
4.545454545454545,4.487491316091433
4.646464646464646,4.595862456886086
4.747474747474747,4.968722095472428
4.848484848484849,4.876968187282974
4.94949494949495,5.312488731050843
5.05050505050505,5.085871578623532
5.151515151515151,4.8171910893351715
5.252525252525253,5.145599173865269
5.353535353535354,5.634215756738955
5.454545454545454,5.379565488983815
5.555555555555555,5.177317448271435
5.656565656565657,5.454307447763539
5.757575757575758,5.411291254165322
5.858585858585858,6.2536674677228765
5.959595959595959,6.336060210297698
6.0606060606060606,6.30081274151213
6.161616161616162,6.243069858740536
6.262626262626262,6.474594150987607
6.363636363636363,6.099016720903705
6.4646464646464645,6.2990650501020164
6.565656565656566,6.584910065896857
6.666666666666667,6.551966091564874
6.767676767676767,6.404219939873087
6.8686868686868685,7.255209624972639
6.96969696969697,6.922780905180847
7.070707070707071,7.073907422210393
7.171717171717171,7.03055022574493
7.2727272727272725,7.080523074924982
7.373737373737374,7.283249281993983
7.474747474747475,7.7403609944550755
7.575757575757575,7.765155220787266
7.6767676767676765,7.580136130320986
7.777777777777778,7.388191647133418
7.878787878787879,8.116711830013953
7.979797979797979,7.79530901787502
8.080808080808081,8.146955991631309
8.181818181818182,7.802258935297936
8.282828282828282,8.412589898242942
8.383838383838384,8.29385712453701
8.484848484848484,8.482507523836095
8.585858585858587,8.517783255758337
8.686868686868687,8.56756620791
8.787878787878787,8.828661112138322
8.88888888888889,9.26721744078875
8.98989898989899,8.680119962089448
9.09090909090909,8.94151591365286
9.191919191919192,8.82535735977144
9.292929292929292,9.483649099826012
9.393939393939394,9.51994930406663
9.494949494949495,9.266658092069457
9.595959595959595,9.529362348115864
9.696969696969697,9.812043244288253
9.797979797979798,9.92716485935215
9.8989898989899,9.635371605776916
10.0,10.305321788598839
