x,y
0.0,0.560435806816412
0.10101010101010101,0.1576888000209678
0.20202020202020202,0.7692414339780632
0.30303030303030304,0.5608094954395406
0.40404040404040403,0.641314993557129
0.5050505050505051,0.16435789974695675
0.6060606060606061,1.177589951792096
0.7070707070707071,0.11454701331621497
0.8080808080808081,0.5116596429409408
0.9090909090909091,0.830840747976244
1.0101010101010102,1.3453605162535132
1.1111111111111112,0.748333200631415
1.2121212121212122,1.6477130948402787
1.3131313131313131,1.8932121257416883
1.4141414141414141,1.0107521038270526
1.5151515151515151,1.6319522478709463
1.6161616161616161,1.026944933362682
1.7171717171717171,1.5810572563440723
1.8181818181818181,1.2711738876996175
1.9191919191919191,2.467175480449002
2.0202020202020203,1.9435779964577775
2.121212121212121,2.6599848893499964
2.2222222222222223,2.5657894053442956
2.323232323232323,2.7627794815303615
2.4242424242424243,2.032040930037562
2.525252525252525,4.030381659336507
2.6262626262626263,5.494307783831899
2.727272727272727,4.657678695469623
2.8282828282828283,6.216678058591024
2.929292929292929,5.638851122950694
3.0303030303030303,6.127587236809069
3.131313131313131,7.312798064108523
3.2323232323232323,6.516717158514364
3.3333333333333335,5.726330785596021
3.4343434343434343,6.048423045930387
3.5353535353535355,7.179193434794781
3.6363636363636362,7.331297064891609
3.7373737373737375,7.80501206064986
3.8383838383838382,7.440356741384331
3.9393939393939394,8.2383201404343
4.040404040404041,7.833368087772239
4.141414141414141,8.580226955344017
4.242424242424242,9.12662040586478
4.343434343434343,7.916406070967401
4.444444444444445,8.590270733498992
4.545454545454545,4.5484942166468665
4.646464646464646,4.870465142364261
4.747474747474747,4.4518903258684075
4.848484848484849,4.914173884015919
4.94949494949495,5.0994119623718674
5.05050505050505,5.525106449772426
5.151515151515151,4.986939457634903
5.252525252525253,5.417593740147737
5.353535353535354,4.98327103607811
5.454545454545454,5.451898392086221
5.555555555555555,5.174490041041004
5.656565656565657,6.158625303533372
5.757575757575758,5.675762243185231
5.858585858585858,6.254811581103874
5.959595959595959,5.859727525209994
6.0606060606060606,6.546207167098101
6.161616161616162,6.047406422389249
6.262626262626262,6.060035666335609
6.363636363636363,6.450202887963662
6.4646464646464645,6.879178843559401
6.565656565656566,6.998873739760252
6.666666666666667,6.781492407148669
6.767676767676767,6.269270700901259
6.8686868686868685,6.985406797469879
6.96969696969697,6.664241419996692
7.070707070707071,7.349819209015032
7.171717171717171,7.645298722497258
7.2727272727272725,7.290408037823046
7.373737373737374,7.4980135861696215
7.474747474747475,6.952828849606844
7.575757575757575,7.623847251328943
7.6767676767676765,7.231791817172201
7.777777777777778,7.9152531933981765
7.878787878787879,7.715168295241685
7.979797979797979,8.301107620994873
8.080808080808081,7.539049044511544
8.181818181818182,7.7135999235595945
8.282828282828282,8.503656140976634
8.383838383838384,8.401422820338771
8.484848484848484,8.570818130786183
8.585858585858587,8.998306978647372
8.686868686868687,8.672153853848297
8.787878787878787,9.160052094430162
8.88888888888889,8.901181244042817
8.98989898989899,9.50196382178729
9.09090909090909,9.291222416756641
9.191919191919192,8.77039139924006
9.292929292929292,9.1303931033202
9.393939393939394,9.832869293072314
9.494949494949495,9.315291747976113
9.595959595959595,9.22279050730698
9.696969696969697,9.664115267968626
9.797979797979798,9.669317207766353
9.8989898989899,10.041705810962812
10.0,9.924119550327417
